ECs	E2P2	PRIAM	KOALA	KAAS	INTERPRO	Blast2Go
3.6.1	0,84768212	0,99173554	0,96363636	0,96774194	0,61016949	0,08361691
1.17.7	1,0	1,0	1,0	1,0	1,0	1,0
3.6.3	0,70367055	0,95518566	0,96366083	0,96561605	1,0	0,89655172
3.6.4	0,7654321	0,99009901	0,98979592	0,99168975	0	0,07692308
3.6.5	0,41176471	1,0	0,65306122	0,48648648	0	0
4.2.99	0,88235294	1,0	0,88888889	0,88888889	0	1,0
1.14.18	0,88888889	1,0	0,8	0,8	0	0,71428572
1.14.19	1,0	1,0	0,99090909	1,0	1,0	0,99082569
2.2.1	0,94117647	0,93877551	0,93877551	0,93333333	0,8	0,93877551
1.14.11	0,98136646	0,99145299	0,99224806	0,9882353	0	0,99186992
1.14.13	0,86624204	0,99173554	0,9125	0,91666667	0,88888889	0,89377289
1.14.14	0,72222222	0,95652174	0,86956522	0,65384616	1,0	0,67924528
1.14.15	0,85106383	1,0	0,90909091	0,76923077	0	0,75
1.14.17	0,95081967	1,0	1,0	1,0	0	0,93103448
5.3.4	0,8	0,98039216	0,94117647	0,97142857	0	0,65853658
1.15.1	0,99270073	1,0	1,0	1,0	1,0	0,97674418
3.4.25	0,8372093	1,0	1,0	1,0	1,0	0
5.1.99	1,0	1,0	0,4	0	0	0
1.8.98	1,0	1,0	1,0	1,0	0	1,0
4.6.1	0,92307692	1,0	0,93333333	0,82352941	1,0	0,69565217
3.1.22	0	0	1,0	1,0	0	0,33333333
1.23.1	0,92307692	0,92307692	0,92307692	1,0	0	0
1.9.3	0,87671233	0,95384616	1,0	1,0	0,84210526	0,94117647
3.1.26	0,87096774	0,96153846	0,9787234	1,0	0,84210526	0,7368421
3.1.27	0,97674418	1,0	0,9787234	1,0	1,0	0,97674418
1.14.21	1,0	1,0	0	0	0	1,0
1.5.5	1,0	1,0	1,0	1,0	1,0	1,0
1.20.4	1,0	1,0	1,0	1,0	0	1,0
1.5.1	0,95	1,0	1,0	0,95652174	1,0	0,86363636
1.5.3	0,63636364	1,0	1,0	1,0	0	1,0
1.3.3	0,53164557	1,0	1,0	1,0	1,0	0,88888889
1.3.2	1,0	1,0	1,0	1,0	0	1,0
1.3.1	0,97849463	1,0	1,0	1,0	1,0	0,83146067
1.3.7	1,0	1,0	1,0	0,96551724	0	1,0
1.3.5	0,74074074	0,86956522	0,86956522	0,86956522	1,0	0,94444444
2.4.2	0,43445693	1,0	0,7368421	0,95726496	0,97560975	0,7518797
2.4.1	0,98635477	1,0	0,98352941	0,99	0,96832579	0,97029703
1.3.8	1,0	1,0	0,75	0,75	0	0,5
1.97.1	0,97405189	1,0	0	0	0	0
2.7.9	1,0	1,0	1,0	1,0	1,0	1,0
2.6.1	0,98064516	0,99280576	0,97959184	0,984375	0,91803279	0,96688742
1.23.5	1,0	1,0	1,0	1,0	0	1,0
6.3.4	1,0	1,0	1,0	1,0	1,0	0,91428571
6.3.5	1,0	1,0	1,0	1,0	1,0	0,98765432
3.3.2	0,8	1,0	1,0	1,0	0	1,0
6.3.1	0,91089109	1,0	1,0	1,0	1,0	1,0
6.3.2	0,94339622	0,94339622	1,0	0,97560975	0,96	0,92592593
6.3.3	1,0	1,0	0,90909091	0,88888889	1,0	0,90909091
3.1.31	0,76923077	0	0	0	0	0
3.1.30	1,0	1,0	0	0	0	0
2.10.1	1,0	1,0	1,0	1,0	0	0
1.1.1	0,98282695	0,99539171	0,98	0,99040307	0,9939394	0,96811594
1.1.3	0,96666667	1,0	1,0	0,91428571	0,66666667	0,90322581
1.1.2	1,0	1,0	1,0	1,0	0	0,4
1.1.5	0,5	1,0	1,0	1,0	0	1,0
5.1.1	0,75	1,0	1,0	1,0	0	1,0
2.7.12	0,875	1,0	1,0	1,0	0	0,8275862
2.7.13	0,94444444	0,70967742	0,93939394	0,84210526	0	0,64516129
2.7.10	0,34693877	1,0	0,47058824	0,88888889	0	0,90322581
2.7.11	0,95315024	0,96229601	0,98642534	0,99082569	1,0	0,97493036
6.4.1	0,96	1,0	1,0	1,0	0,98305085	0,96511628
2.1.2	0,98039216	1,0	1,0	0,97959184	0,92307692	1,0
2.1.3	1,0	1,0	0,15555556	0,18918919	1,0	1,0
2.1.1	0,97250362	0,98807496	0,98993964	0,99029126	0,99038461	0,9704797
3.5.2	1,0	1,0	1,0	1,0	0,8	0,94117647
1.17.4	0,90909091	1,0	0,90909091	1,0	1,0	1,0
3.6.2	0,66666667	0	0	0	0	0,66666667
4.1.99	0,72	0,9	0,63636364	0,7	0,8	0,85714286
1.8.4	1,0	1,0	1,0	1,0	1,0	1,0
1.17.1	0,96296296	1,0	1,0	1,0	0,85714286	0,70270271
1.8.7	0,91666667	1,0	1,0	0,95238095	1,0	1,0
1.7.3	1,0	1,0	1,0	1,0	1,0	1,0
1.8.1	0,42735043	0,96296296	0,96296296	0,96	1,0	0,43199999
1.7.1	1,0	1,0	1,0	0,8	1,0	1,0
1.8.3	1,0	1,0	1,0	1,0	1,0	1,0
1.4.1	1,0	1,0	1,0	1,0	1,0	1,0
1.4.3	1,0	1,0	1,0	1,0	1,0	0,94736842
1.4.4	0,94117647	1,0	1,0	1,0	1,0	1,0
5.99.1	0,90566038	1,0	1,0	1,0	1,0	0,90196078
1.4.7	1,0	1,0	1,0	1,0	0	1,0
2.3.1	0,96753247	0,99863574	0,9925187	0,98644986	0,98701298	0,93348891
2.3.2	0,88888889	1,0	0,95343681	0,95939086	1,0	0,96
2.3.3	1,0	1,0	1,0	1,0	1,0	1,0
1.1.99	0,72727273	1,0	1,0	0,66666667	0	0,88888889
1.2.4	0,97674418	0,97560975	0,97560975	0,97560975	1,0	1,0
1.2.3	0,96296296	1,0	0,96	1,0	0	0,69767442
3.5.99	1,0	1,0	1,0	1,0	0	1,0
1.2.1	0,97222222	0,99415205	0,99512195	0,98924731	1,0	0,97142857
3.4.21	0,91411043	0,98039216	0,98564593	0,97142857	0,98159509	0
3.4.23	0,96103896	1,0	0,96	0,94117647	0,97435897	0
3.4.22	0,99465241	1,0	0,98484848	0,98275862	0	0
5.3.3	0,94117647	1,0	1,0	1,0	1,0	1,0
3.4.24	0,95	1,0	1,0	1,0	0,88888889	0
5.3.1	0,99130435	1,0	1,0	1,0	1,0	1,0
2.5.1	0,98519515	0,98554913	0,98092643	0,98507463	0,99152543	0,97357441
3.1.13	0,8	1,0	0,83333333	0,83333333	0,66666667	1,0
1.3.99	0,66666667	1,0	0	0	0	0,28571429
2.7.8	0,96296296	0,96551724	0,96296296	1,0	0	0,93333333
5.4.2	1,0	1,0	0,96666667	0,98245614	1,0	0,96666667
2.7.4	0,51639344	0,97560975	0,976	0,97391304	0,97435897	0,95798319
2.7.6	0,97058823	1,0	1,0	1,0	1,0	1,0
2.7.7	0,94974004	0,98792943	0,99813084	0,99705015	0,97397769	0,95950704
4.4.1	0,98076923	0,99082569	0,98989899	0,98181818	1,0	0,96428571
2.7.1	0,97685185	0,98845266	0,96551724	0,93297587	0,93650793	0,95909091
5.1.3	0,98630137	1,0	1,0	1,0	1,0	1,0
5.1.2	1,0	1,0	0	1,0	0	1,0
4.2.3	0,97683398	0,99751861	0,99363057	1,0	1,0	0,98742138
4.2.2	1,0	1,0	1,0	1,0	0	0,98701298
4.2.1	0,9390681	0,96103896	0,96797153	0,96888889	1,0	0,94043887
3.2.1	0,95986336	0,99506417	0,97635605	0,99088146	0,93103448	0,96013865
3.2.2	0,94972067	0,98571429	1,0	1,0	0,98666667	0,97333333
2.4.99	0,89552239	1,0	1,0	0,66666667	1,0	0,93877551
6.6.1	1,0	1,0	1,0	1,0	1,0	1,0
