EC           	PROG        	TP    	FP    	FN    	SENS        	PREC        	F1SCORE     	N     	ZSCORE         
3.5          	E2P2         	119    	29     	0      	1.0          	0.80405405   	0.89138577   	6      	-0.77737541     
3.5          	PRIAM        	102    	3      	0      	1.0          	0.97142857   	0.98550725   	6      	1.27369114      
3.5          	KOALA        	124    	9      	0      	1.0          	0.93233083   	0.96498055   	6      	0.82637956      
3.5          	KAAS         	114    	8      	0      	1.0          	0.93442623   	0.9661017    	6      	0.85081132      
3.5          	INTERPRO     	28     	8      	0      	1.0          	0.77777778   	0.875        	6      	-1.13444911     
3.5          	Blast2Go     	113    	31     	0      	1.0          	0.78472222   	0.87937743   	6      	-1.03905749     
1.23         	E2P2         	16     	2      	0      	1.0          	0.88888889   	0.94117647   	5      	-0.81649658     
1.23         	PRIAM        	16     	2      	0      	1.0          	0.88888889   	0.94117647   	5      	-0.81649658     
1.23         	KOALA        	16     	2      	0      	1.0          	0.88888889   	0.94117647   	5      	-0.81649658     
1.23         	KAAS         	3      	0      	0      	1.0          	1.0          	1.0          	5      	1.22474487      
1.23         	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	5      	1.22474487      
3.2          	E2P2         	650    	53     	0      	1.0          	0.92460882   	0.96082779   	6      	-0.63524328     
3.2          	PRIAM        	573    	7      	0      	1.0          	0.98793103   	0.99392888   	6      	1.18054021      
3.2          	KOALA        	365    	14     	0      	1.0          	0.96306069   	0.9811828    	6      	0.48134506      
3.2          	KAAS         	179    	3      	0      	1.0          	0.98351648   	0.99168975   	6      	1.05771117      
3.2          	INTERPRO     	173    	21     	0      	1.0          	0.89175258   	0.94277929   	6      	-1.62530639     
3.2          	Blast2Go     	630    	47     	0      	1.0          	0.93057607   	0.96403979   	6      	-0.45904677     
1.21         	Blast2Go     	5      	2      	0      	1.0          	0.71428571   	0.83333333   	3      	-0.06796282     
1.21         	E2P2         	5      	3      	0      	1.0          	0.625        	0.76923077   	3      	-1.18934839     
1.21         	PRIAM        	5      	1      	0      	1.0          	0.83333333   	0.90909091   	3      	1.2573112       
1.20         	E2P2         	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20         	PRIAM        	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20         	KOALA        	3      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20         	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20         	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.15         	E2P2         	68     	1      	0      	1.0          	0.98550725   	0.99270073   	6      	-0.25813082     
1.15         	PRIAM        	63     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15         	KOALA        	61     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15         	KAAS         	47     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15         	INTERPRO     	39     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15         	Blast2Go     	63     	3      	0      	1.0          	0.95454545   	0.97674418   	6      	-2.12461687     
3.3          	E2P2         	16     	1      	0      	1.0          	0.94117647   	0.96969697   	6      	-2.23606798     
3.3          	PRIAM        	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.3          	KOALA        	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.3          	KAAS         	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.3          	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.3          	Blast2Go     	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
