EC           	PROG        	TP    	FP    	FN    	SENS        	PREC        	F1SCORE     	N     	ZSCORE         
1.8          	KOALA        	82     	2      	0      	1.0          	0.97619048   	0.98795181   	6      	0.700749        
1.8          	KAAS         	74     	3      	0      	1.0          	0.96103896   	0.98013245   	6      	0.63857567      
1.8          	INTERPRO     	23     	0      	0      	1.0          	1.0          	1.0          	6      	0.79654663      
1.8          	Blast2Go     	86     	65     	0      	1.0          	0.56953642   	0.72573839   	6      	-1.3841637      
1.9          	E2P2         	32     	9      	0      	1.0          	0.7804878    	0.87671233   	6      	-0.99921124     
1.9          	PRIAM        	31     	3      	0      	1.0          	0.91176471   	0.95384616   	6      	0.30871324      
1.9          	KOALA        	12     	0      	0      	1.0          	1.0          	1.0          	6      	1.09132363      
1.9          	KAAS         	11     	0      	0      	1.0          	1.0          	1.0          	6      	1.09132363      
1.9          	INTERPRO     	8      	3      	0      	1.0          	0.72727273   	0.84210526   	6      	-1.58602813     
1.9          	Blast2Go     	32     	4      	0      	1.0          	0.88888889   	0.94117647   	6      	0.09387887      
3.6          	E2P2         	728    	566    	0      	1.0          	0.5625966    	0.72007913   	6      	-0.66108348     
3.6          	PRIAM        	689    	40     	0      	1.0          	0.94513032   	0.97179126   	6      	0.94536127      
3.6          	KOALA        	622    	52     	0      	1.0          	0.92284866   	0.95987654   	6      	0.86932067      
3.6          	KAAS         	571    	49     	0      	1.0          	0.92096774   	0.9588581    	6      	0.86282092      
3.6          	INTERPRO     	29     	16     	0      	1.0          	0.64444444   	0.78378378   	6      	-0.25451586     
3.6          	Blast2Go     	745    	1231   	0      	1.0          	0.37702429   	0.5475928    	6      	-1.76190352     
3.7          	E2P2         	7      	1      	0      	1.0          	0.875        	0.93333333   	6      	-2.23606798     
3.7          	PRIAM        	3      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.7          	KOALA        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.7          	KAAS         	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.7          	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.7          	Blast2Go     	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
3.4          	E2P2         	536    	44     	0      	1.0          	0.92413793   	0.96057348   	6      	-2.02043846     
3.4          	PRIAM        	306    	4      	0      	1.0          	0.98709677   	0.99350649   	6      	1.33181561      
3.4          	KOALA        	441    	15     	0      	1.0          	0.96710526   	0.98327759   	6      	0.29061495      
3.4          	KAAS         	350    	13     	0      	1.0          	0.96418733   	0.98176718   	6      	0.13687018      
3.4          	INTERPRO     	194    	7      	0      	1.0          	0.96517413   	0.98227848   	6      	0.18891545      
3.4          	Blast2Go     	52     	2      	0      	1.0          	0.96296296   	0.98113207   	6      	0.07222227      
6.4          	E2P2         	84     	7      	0      	1.0          	0.92307692   	0.96         	6      	-1.46767697     
6.4          	PRIAM        	83     	0      	0      	1.0          	1.0          	1.0          	6      	0.90965512      
6.4          	KOALA        	83     	0      	0      	1.0          	1.0          	1.0          	6      	0.90965512      
6.4          	KAAS         	67     	0      	0      	1.0          	1.0          	1.0          	6      	0.90965512      
6.4          	INTERPRO     	29     	1      	0      	1.0          	0.96666667   	0.98305085   	6      	-0.09768883     
6.4          	Blast2Go     	83     	6      	0      	1.0          	0.93258427   	0.96511628   	6      	-1.16359955     
6.3          	E2P2         	142    	12     	0      	1.0          	0.92207792   	0.95945946   	6      	-1.64992561     
6.3          	PRIAM        	132    	3      	0      	1.0          	0.97777778   	0.98876405   	6      	0.44380643      
6.3          	KOALA        	146    	1      	0      	1.0          	0.99319728   	0.99658703   	6      	1.00273675      
6.3          	KAAS         	128    	2      	0      	1.0          	0.98461538   	0.99224806   	6      	0.69272933      
6.3          	INTERPRO     	56     	1      	0      	1.0          	0.98245614   	0.99115044   	6      	0.61430741      
6.3          	Blast2Go     	147    	10     	0      	1.0          	0.93630573   	0.96710526   	6      	-1.10365431     
6.2          	E2P2         	52     	0      	0      	1.0          	1.0          	1.0          	5      	0.93732401      
6.2          	PRIAM        	45     	0      	0      	1.0          	1.0          	1.0          	5      	0.93732401      
6.2          	KOALA        	62     	5      	0      	1.0          	0.92537313   	0.96124031   	5      	-0.88554116     
6.2          	KAAS         	46     	5      	0      	1.0          	0.90196078   	0.94845361   	5      	-1.48689865     
6.2          	Blast2Go     	53     	1      	0      	1.0          	0.98148148   	0.9906542    	5      	0.49779178      
6.1          	E2P2         	61     	0      	0      	1.0          	1.0          	1.0          	6      	0.70295338      
6.1          	PRIAM        	59     	0      	0      	1.0          	1.0          	1.0          	6      	0.70295338      
6.1          	KOALA        	61     	0      	0      	1.0          	1.0          	1.0          	6      	0.70295338      
6.1          	KAAS         	61     	0      	0      	1.0          	1.0          	1.0          	6      	0.70295338      
6.1          	INTERPRO     	24     	1      	0      	1.0          	0.96         	0.97959184   	6      	-1.2184521      
6.1          	Blast2Go     	60     	3      	0      	1.0          	0.95238095   	0.97560975   	6      	-1.59336143     
3.1          	E2P2         	833    	91     	0      	1.0          	0.90151515   	0.94820717   	6      	-0.13234027     
3.1          	PRIAM        	646    	26     	0      	1.0          	0.96130952   	0.98027314   	6      	1.78675668      
3.1          	KOALA        	532    	48     	0      	1.0          	0.91724138   	0.95683453   	6      	0.38399341      
3.1          	KAAS         	355    	42     	0      	1.0          	0.89420655   	0.94414894   	6      	-0.37521884     
3.1          	INTERPRO     	121    	13     	0      	1.0          	0.90298507   	0.94901961   	6      	-0.08371704     
3.1          	Blast2Go     	748    	123    	0      	1.0          	0.85878301   	0.92402718   	6      	-1.57947395     
2.3          	E2P2         	498    	33     	0      	1.0          	0.93785311   	0.96793003   	6      	-0.3640144      
2.3          	PRIAM        	416    	1      	0      	1.0          	0.99760192   	0.99879952   	6      	1.25326006      
2.3          	KOALA        	651    	28     	0      	1.0          	0.95876289   	0.97894737   	6      	0.21319185      
2.3          	KAAS         	402    	22     	0      	1.0          	0.94811321   	0.97336562   	6      	-0.07923999     
2.3          	INTERPRO     	168    	3      	0      	1.0          	0.98245614   	0.99115044   	6      	0.85251934      
2.3          	Blast2Go     	447    	58     	0      	1.0          	0.88514851   	0.93907563   	6      	-1.87571687     
1.97         	E2P2         	244    	13     	0      	1.0          	0.94941634   	0.97405189   	2      	-1.0            
1.97         	PRIAM        	244    	0      	0      	1.0          	1.0          	1.0          	2      	1.0             
2.1          	E2P2         	369    	19     	0      	1.0          	0.95103093   	0.97490093   	6      	0.58695063      
2.1          	PRIAM        	322    	7      	0      	1.0          	0.9787234    	0.98924731   	6      	0.84128342      
2.1          	KOALA        	279    	81     	0      	1.0          	0.775        	0.87323944   	6      	-1.21530539     
2.1          	KAAS         	185    	64     	0      	1.0          	0.74297189   	0.85253456   	6      	-1.58236174     
2.1          	INTERPRO     	116    	3      	0      	1.0          	0.97478992   	0.98723404   	6      	0.80559215      
2.1          	Blast2Go     	295    	16     	0      	1.0          	0.94855305   	0.97359736   	6      	0.56384093      
2.7          	E2P2         	1857   	266    	0      	1.0          	0.87470561   	0.93316583   	6      	-1.74491501     
2.7          	PRIAM        	1803   	73     	0      	1.0          	0.96108742   	0.98015765   	6      	0.42279761      
2.7          	KOALA        	1267   	15     	0      	1.0          	0.98829953   	0.99411534   	6      	1.06665989      
2.7          	KAAS         	947    	10     	0      	1.0          	0.98955068   	0.9947479    	6      	1.09583962      
2.7          	INTERPRO     	402    	28     	0      	1.0          	0.93488372   	0.96634615   	6      	-0.214321       
2.7          	Blast2Go     	1158   	103    	0      	1.0          	0.91831879   	0.95742042   	6      	-0.62606111     
2.6          	E2P2         	76     	3      	0      	1.0          	0.96202532   	0.98064516   	6      	0.41629017      
2.6          	PRIAM        	69     	1      	0      	1.0          	0.98571429   	0.99280576   	6      	0.90991205      
2.6          	KOALA        	72     	3      	0      	1.0          	0.96         	0.97959184   	6      	0.37353391      
2.6          	KAAS         	63     	2      	0      	1.0          	0.96923077   	0.984375     	6      	0.56769147      
2.6          	INTERPRO     	28     	5      	0      	1.0          	0.84848485   	0.91803279   	6      	-2.12526496     
2.6          	Blast2Go     	73     	5      	0      	1.0          	0.93589744   	0.96688742   	6      	-0.14216265     
2.5          	E2P2         	366    	11     	0      	1.0          	0.97082228   	0.98519515   	6      	0.28457928      
2.5          	PRIAM        	341    	10     	0      	1.0          	0.97150997   	0.98554913   	6      	0.34939061      
2.5          	KOALA        	360    	14     	0      	1.0          	0.96256684   	0.98092643   	6      	-0.49699422     
2.5          	KAAS         	297    	9      	0      	1.0          	0.97058824   	0.98507463   	6      	0.2625129       
2.5          	INTERPRO     	117    	2      	0      	1.0          	0.98319328   	0.99152543   	6      	1.44361037      
2.5          	Blast2Go     	350    	19     	0      	1.0          	0.94850949   	0.97357441   	6      	-1.84309893     
2.4          	E2P2         	684    	73     	0      	1.0          	0.90356671   	0.94934074   	6      	-1.74105467     
2.4          	PRIAM        	417    	0      	0      	1.0          	1.0          	1.0          	6      	1.18434854      
2.4          	KOALA        	530    	15     	0      	1.0          	0.97247706   	0.98604651   	6      	0.37858106      
2.4          	KAAS         	363    	9      	0      	1.0          	0.97580645   	0.9877551    	6      	0.47724643      
2.4          	INTERPRO     	149    	3      	0      	1.0          	0.98026316   	0.99003322   	6      	0.60880026      
2.4          	Blast2Go     	532    	40     	0      	1.0          	0.93006993   	0.96376812   	6      	-0.90792162     
1.16         	E2P2         	31     	4      	0      	1.0          	0.88571429   	0.93939394   	6      	-0.4472136      
1.16         	PRIAM        	31     	4      	0      	1.0          	0.88571429   	0.93939394   	6      	-0.4472136      
1.16         	KOALA        	31     	4      	0      	1.0          	0.88571429   	0.93939394   	6      	-0.4472136      
1.16         	KAAS         	25     	5      	0      	1.0          	0.83333333   	0.90909091   	6      	-1.34164079     
1.16         	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	1.34164079      
1.16         	Blast2Go     	27     	0      	0      	1.0          	1.0          	1.0          	6      	1.34164079      
1.17         	E2P2         	24     	2      	0      	1.0          	0.92307692   	0.96         	6      	0.21984395      
1.17         	PRIAM        	20     	0      	0      	1.0          	1.0          	1.0          	6      	0.77745792      
1.17         	KOALA        	24     	1      	0      	1.0          	0.96         	0.97959184   	6      	0.49296104      
1.17         	KAAS         	20     	0      	0      	1.0          	1.0          	1.0          	6      	0.77745792      
1.17         	INTERPRO     	7      	1      	0      	1.0          	0.875        	0.93333333   	6      	-0.15189874     
1.17         	Blast2Go     	21     	11     	0      	1.0          	0.65625      	0.79245283   	6      	-2.1158221      
5.2          	E2P2         	82     	4      	0      	1.0          	0.95348837   	0.97619048   	6      	-0.07114841     
5.2          	PRIAM        	76     	1      	0      	1.0          	0.98701299   	0.99346405   	6      	1.10845268      
5.2          	KOALA        	61     	5      	0      	1.0          	0.92424242   	0.96062992   	6      	-1.13376914     
5.2          	KAAS         	58     	4      	0      	1.0          	0.93548387   	0.96666667   	6      	-0.72152333     
5.2          	INTERPRO     	23     	0      	0      	1.0          	1.0          	1.0          	6      	1.55478855      
5.2          	Blast2Go     	72     	5      	0      	1.0          	0.93506494   	0.96644296   	6      	-0.73680034     
4.6          	E2P2         	6      	1      	0      	1.0          	0.85714286   	0.92307692   	6      	0.25285299      
4.6          	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.96938522      
4.6          	KOALA        	7      	1      	0      	1.0          	0.875        	0.93333333   	6      	0.34839061      
4.6          	KAAS         	7      	3      	0      	1.0          	0.7          	0.82352941   	6      	-0.67442397     
4.6          	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.96938522      
4.6          	Blast2Go     	8      	7      	0      	1.0          	0.53333333   	0.69565217   	6      	-1.86559006     
4.1          	E2P2         	795    	12     	0      	1.0          	0.98513011   	0.99250936   	6      	-0.18830145     
4.1          	PRIAM        	760    	2      	0      	1.0          	0.99737533   	0.99868594   	6      	1.29471922      
4.1          	KOALA        	758    	12     	0      	1.0          	0.98441558   	0.99214659   	6      	-0.27540392     
4.1          	KAAS         	611    	12     	0      	1.0          	0.98073836   	0.99027553   	6      	-0.72465264     
4.1          	INTERPRO     	391    	1      	0      	1.0          	0.99744898   	0.99872286   	6      	1.30358385      
4.1          	Blast2Go     	785    	20     	0      	1.0          	0.97515528   	0.98742138   	6      	-1.40994506     
5.5          	E2P2         	91     	7      	0      	1.0          	0.92857143   	0.96296296   	6      	-0.58804102     
5.5          	PRIAM        	100    	1      	0      	1.0          	0.99009901   	0.99502488   	6      	1.10839558      
5.5          	KOALA        	86     	4      	0      	1.0          	0.95555556   	0.97727273   	6      	0.16910695      
5.5          	KAAS         	26     	2      	0      	1.0          	0.92857143   	0.96296296   	6      	-0.58804102     
5.5          	INTERPRO     	35     	0      	0      	1.0          	1.0          	1.0          	6      	1.37163545      
5.5          	Blast2Go     	88     	10     	0      	1.0          	0.89795918   	0.94623656   	6      	-1.47305593     
1.10         	E2P2         	303    	207    	0      	1.0          	0.59411765   	0.74538746   	6      	-2.03378548     
1.10         	PRIAM        	302    	0      	0      	1.0          	1.0          	1.0          	6      	0.78987774      
1.10         	KOALA        	304    	2      	0      	1.0          	0.99346405   	0.99672131   	6      	0.75351693      
1.10         	KAAS         	247    	0      	0      	1.0          	1.0          	1.0          	6      	0.78987774      
1.10         	INTERPRO     	17     	3      	0      	1.0          	0.85         	0.91891892   	6      	-0.10931467     
1.10         	Blast2Go     	98     	19     	0      	1.0          	0.83760684   	0.91162791   	6      	-0.19017226     
4.2          	E2P2         	435    	33     	0      	1.0          	0.92948718   	0.96345515   	6      	-1.49698724     
4.2          	PRIAM        	398    	13     	0      	1.0          	0.96836983   	0.98393078   	6      	0.34608723      
4.2          	KOALA        	337    	13     	0      	1.0          	0.96285714   	0.98107715   	6      	0.08922321      
4.2          	KAAS         	162    	9      	0      	1.0          	0.94736842   	0.97297297   	6      	-0.64025897     
4.2          	INTERPRO     	51     	0      	0      	1.0          	1.0          	1.0          	6      	1.79252718      
4.2          	Blast2Go     	351    	15     	0      	1.0          	0.95901639   	0.9790795    	6      	-0.09059141     
1.18         	E2P2         	19     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.18         	PRIAM        	18     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.18         	KOALA        	18     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.18         	KAAS         	13     	1      	0      	1.0          	0.92857143   	0.96296296   	5      	-2.0            
1.18         	Blast2Go     	19     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
2.2          	E2P2         	24     	3      	0      	1.0          	0.88888889   	0.94117647   	6      	0.50512186      
2.2          	PRIAM        	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	0.45854301      
2.2          	KOALA        	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	0.45854301      
2.2          	KAAS         	21     	3      	0      	1.0          	0.875        	0.93333333   	6      	0.3529642       
2.2          	INTERPRO     	2      	1      	0      	1.0          	0.66666667   	0.8          	6      	-2.23371509     
2.2          	Blast2Go     	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	0.45854301      
2.10         	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.10         	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.10         	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.10         	KOALA        	1      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
5.99         	E2P2         	24     	5      	0      	1.0          	0.82758621   	0.90566038   	6      	-1.37303808     
5.99         	PRIAM        	22     	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99         	KOALA        	19     	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99         	KAAS         	18     	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99         	INTERPRO     	9      	0      	0      	1.0          	1.0          	1.0          	6      	0.70691073      
5.99         	Blast2Go     	23     	5      	0      	1.0          	0.82142857   	0.90196078   	6      	-1.45460486     
5.1          	E2P2         	48     	5      	0      	1.0          	0.90566038   	0.95049505   	6      	-1.44519945     
5.1          	PRIAM        	51     	0      	0      	1.0          	1.0          	1.0          	6      	0.97086166      
5.1          	KOALA        	43     	3      	0      	1.0          	0.93478261   	0.96629214   	6      	-0.6742314      
5.1          	KAAS         	40     	3      	0      	1.0          	0.93023256   	0.96385542   	6      	-0.79315414     
5.1          	INTERPRO     	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.97086166      
5.1          	Blast2Go     	45     	0      	0      	1.0          	1.0          	1.0          	6      	0.97086166      
1.14         	E2P2         	442    	18     	0      	1.0          	0.96086957   	0.98004435   	6      	0.13633149      
1.14         	PRIAM        	342    	1      	0      	1.0          	0.99708455   	0.99854015   	6      	0.86836213      
1.14         	KOALA        	397    	5      	0      	1.0          	0.98756219   	0.99374218   	6      	0.67846707      
1.14         	KAAS         	241    	2      	0      	1.0          	0.99176955   	0.99586777   	6      	0.76259412      
1.14         	INTERPRO     	138    	22     	0      	1.0          	0.8625       	0.9261745    	6      	-1.99574068     
1.14         	Blast2Go     	347    	25     	0      	1.0          	0.9327957    	0.96522949   	6      	-0.45001413     
5.3          	E2P2         	101    	18     	0      	1.0          	0.8487395    	0.91818182   	6      	-0.79123902     
5.3          	PRIAM        	103    	1      	0      	1.0          	0.99038462   	0.99516908   	6      	1.01728295      
5.3          	KOALA        	100    	3      	0      	1.0          	0.97087379   	0.98522168   	6      	0.78360674      
5.3          	KAAS         	84     	2      	0      	1.0          	0.97674419   	0.9882353    	6      	0.85440024      
5.3          	INTERPRO     	35     	4      	0      	1.0          	0.8974359    	0.94594595   	6      	-0.13902671     
5.3          	Blast2Go     	112    	31     	0      	1.0          	0.78321678   	0.87843137   	6      	-1.7250242      
5.4          	E2P2         	122    	1      	0      	1.0          	0.99186992   	0.99591837   	6      	1.66532796      
5.4          	PRIAM        	103    	2      	0      	1.0          	0.98095238   	0.99038461   	6      	1.09543213      
5.4          	KOALA        	107    	6      	0      	1.0          	0.94690265   	0.97272727   	6      	-0.72301401     
5.4          	KAAS         	77     	4      	0      	1.0          	0.95061728   	0.97468354   	6      	-0.52154699     
5.4          	INTERPRO     	38     	2      	0      	1.0          	0.95         	0.97435897   	6      	-0.55497292     
5.4          	Blast2Go     	82     	5      	0      	1.0          	0.94252874   	0.9704142    	6      	-0.96122617     
1.13         	E2P2         	96     	2      	0      	1.0          	0.97959184   	0.98969072   	6      	0.93487012      
1.13         	PRIAM        	88     	0      	0      	1.0          	1.0          	1.0          	6      	1.54180737      
1.13         	KOALA        	96     	9      	0      	1.0          	0.91428571   	0.95522388   	6      	-1.09429284     
1.13         	KAAS         	51     	5      	0      	1.0          	0.91071429   	0.95327103   	6      	-1.20926279     
1.13         	INTERPRO     	47     	3      	0      	1.0          	0.94         	0.96907216   	6      	-0.27900438     
1.13         	Blast2Go     	80     	4      	0      	1.0          	0.95238095   	0.97560975   	6      	0.10588253      
4.4          	E2P2         	51     	2      	0      	1.0          	0.96226415   	0.98076923   	6      	0.42682533      
4.4          	PRIAM        	54     	1      	0      	1.0          	0.98181818   	0.99082569   	6      	0.61772051      
4.4          	KOALA        	49     	1      	0      	1.0          	0.98         	0.98989899   	6      	0.60012957      
4.4          	KAAS         	27     	1      	0      	1.0          	0.96428571   	0.98181818   	6      	0.44673686      
4.4          	INTERPRO     	8      	3      	0      	1.0          	0.72727273   	0.84210526   	6      	-2.20534176     
4.4          	Blast2Go     	54     	4      	0      	1.0          	0.93103448   	0.96428571   	6      	0.11392949      
4.3          	E2P2         	78     	13     	0      	1.0          	0.85714286   	0.92307692   	6      	-1.25958599     
4.3          	PRIAM        	69     	1      	0      	1.0          	0.98571429   	0.99280576   	6      	1.07913406      
4.3          	KOALA        	73     	2      	0      	1.0          	0.97333333   	0.98648648   	6      	0.86718407      
4.3          	KAAS         	54     	1      	0      	1.0          	0.98181818   	0.99082569   	6      	1.0127221       
4.3          	INTERPRO     	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	-0.73305196     
4.3          	Blast2Go     	82     	12     	0      	1.0          	0.87234043   	0.93181818   	6      	-0.96640228     
6.6          	E2P2         	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
6.6          	PRIAM        	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
6.6          	KOALA        	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
6.6          	KAAS         	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
6.6          	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
6.6          	Blast2Go     	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.11         	E2P2         	250    	6      	0      	1.0          	0.9765625    	0.98814229   	6      	0.10324826      
1.11         	PRIAM        	235    	1      	0      	1.0          	0.99576271   	0.99787686   	6      	0.55427146      
1.11         	KOALA        	237    	3      	0      	1.0          	0.9875       	0.99371069   	6      	0.361244        
1.11         	KAAS         	188    	1      	0      	1.0          	0.99470899   	0.99734748   	6      	0.52974417      
1.11         	INTERPRO     	104    	0      	0      	1.0          	1.0          	1.0          	6      	0.65264102      
1.11         	Blast2Go     	259    	34     	0      	1.0          	0.88395904   	0.93840579   	6      	-2.20114891     
6.5          	E2P2         	4      	1      	0      	1.0          	0.8          	0.88888889   	6      	0.17334254      
6.5          	PRIAM        	4      	2      	0      	1.0          	0.66666667   	0.8          	6      	-0.26760253     
6.5          	KOALA        	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.72452387      
6.5          	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.72452387      
6.5          	INTERPRO     	3      	0      	0      	1.0          	1.0          	1.0          	6      	0.72452387      
6.5          	Blast2Go     	5      	13     	0      	1.0          	0.27777778   	0.43478261   	6      	-2.0793116      
4.99         	E2P2         	8      	15     	0      	1.0          	0.34782609   	0.51612904   	6      	-1.69732938     
4.99         	PRIAM        	9      	1      	0      	1.0          	0.9          	0.94736842   	6      	0.8619569       
4.99         	KOALA        	8      	8      	0      	1.0          	0.5          	0.66666667   	6      	-0.80393024     
4.99         	KAAS         	9      	5      	0      	1.0          	0.64285714   	0.78260869   	6      	-0.11584647     
4.99         	INTERPRO     	6      	0      	0      	1.0          	1.0          	1.0          	6      	1.17431075      
4.99         	Blast2Go     	9      	2      	0      	1.0          	0.81818182   	0.9          	6      	0.58083845      
2.8          	E2P2         	53     	13     	0      	1.0          	0.8030303    	0.8907563    	6      	-2.01284895     
2.8          	PRIAM        	43     	0      	0      	1.0          	1.0          	1.0          	6      	0.70477675      
2.8          	KOALA        	44     	0      	0      	1.0          	1.0          	1.0          	6      	0.70477675      
2.8          	KAAS         	44     	1      	0      	1.0          	0.97777778   	0.98876405   	6      	0.42526309      
2.8          	INTERPRO     	17     	0      	0      	1.0          	1.0          	1.0          	6      	0.70477675      
2.8          	Blast2Go     	48     	5      	0      	1.0          	0.90566038   	0.95049505   	6      	-0.52674438     
