EC           	PROG        	TP    	FP    	FN    	SENS        	PREC        	F1SCORE     	N     	ZSCORE         
3.1.3        	KAAS         	194    	16     	0      	1.0          	0.92380952   	0.96039604   	6      	0.25256052      
3.1.3        	INTERPRO     	37     	4      	0      	1.0          	0.90243902   	0.94871795   	6      	-0.21708433     
3.1.3        	Blast2Go     	382    	80     	0      	1.0          	0.82683983   	0.90521327   	6      	-1.966664       
1.14.99      	E2P2         	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.14.99      	PRIAM        	7      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.14.99      	KOALA        	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.14.99      	KAAS         	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.14.99      	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
1.14.99      	Blast2Go     	4      	4      	0      	1.0          	0.5          	0.66666667   	6      	-2.23606798     
2.7.2        	E2P2         	20     	0      	0      	1.0          	1.0          	1.0          	6      	0.67853322      
2.7.2        	PRIAM        	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.67853322      
2.7.2        	KOALA        	25     	0      	0      	1.0          	1.0          	1.0          	6      	0.67853322      
2.7.2        	KAAS         	21     	2      	0      	1.0          	0.91304348   	0.95454546   	6      	-0.86966928     
2.7.2        	INTERPRO     	12     	0      	0      	1.0          	1.0          	1.0          	6      	0.67853322      
2.7.2        	Blast2Go     	25     	4      	0      	1.0          	0.86206897   	0.92592593   	6      	-1.84446361     
1.11.2       	E2P2         	10     	1      	0      	1.0          	0.90909091   	0.95238095   	5      	-0.81649658     
1.11.2       	PRIAM        	10     	1      	0      	1.0          	0.90909091   	0.95238095   	5      	-0.81649658     
1.11.2       	KOALA        	10     	1      	0      	1.0          	0.90909091   	0.95238095   	5      	-0.81649658     
1.11.2       	KAAS         	6      	0      	0      	1.0          	1.0          	1.0          	5      	1.22474487      
1.11.2       	Blast2Go     	7      	0      	0      	1.0          	1.0          	1.0          	5      	1.22474487      
1.11.1       	E2P2         	240    	5      	0      	1.0          	0.97959184   	0.98969072   	6      	0.14761703      
1.11.1       	PRIAM        	225    	0      	0      	1.0          	1.0          	1.0          	6      	0.59271753      
1.11.1       	KOALA        	227    	2      	0      	1.0          	0.99126638   	0.99561404   	6      	0.40335484      
1.11.1       	KAAS         	182    	1      	0      	1.0          	0.99453552   	0.99726027   	6      	0.4744304       
1.11.1       	INTERPRO     	104    	0      	0      	1.0          	1.0          	1.0          	6      	0.59271753      
1.11.1       	Blast2Go     	252    	35     	0      	1.0          	0.87804878   	0.93506493   	6      	-2.21083734     
6.2.1        	E2P2         	52     	0      	0      	1.0          	1.0          	1.0          	5      	0.93732401      
6.2.1        	PRIAM        	45     	0      	0      	1.0          	1.0          	1.0          	5      	0.93732401      
6.2.1        	KOALA        	62     	5      	0      	1.0          	0.92537313   	0.96124031   	5      	-0.88554116     
6.2.1        	KAAS         	46     	5      	0      	1.0          	0.90196078   	0.94845361   	5      	-1.48689865     
6.2.1        	Blast2Go     	53     	1      	0      	1.0          	0.98148148   	0.9906542    	5      	0.49779178      
3.6.1        	E2P2         	64     	23     	0      	1.0          	0.73563218   	0.84768212   	6      	0.32109049      
3.6.1        	PRIAM        	60     	1      	0      	1.0          	0.98360656   	0.99173554   	6      	0.76762384      
3.6.1        	KOALA        	53     	4      	0      	1.0          	0.92982456   	0.96363636   	6      	0.68052267      
3.6.1        	KAAS         	45     	3      	0      	1.0          	0.9375       	0.96774194   	6      	0.69324905      
3.6.1        	INTERPRO     	18     	23     	0      	1.0          	0.43902439   	0.61016949   	6      	-0.41514548     
3.6.1        	Blast2Go     	86     	1885   	0      	1.0          	0.04363267   	0.08361691   	6      	-2.04734057     
1.17.7       	E2P2         	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.17.7       	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.17.7       	KOALA        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.17.7       	KAAS         	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.17.7       	INTERPRO     	3      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.17.7       	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
3.6.3        	E2P2         	393    	331    	0      	1.0          	0.54281768   	0.70367055   	6      	-2.12642487     
3.6.3        	PRIAM        	373    	35     	0      	1.0          	0.91421569   	0.95518566   	6      	0.41500677      
3.6.3        	KOALA        	358    	27     	0      	1.0          	0.92987013   	0.96366083   	6      	0.50064403      
3.6.3        	KAAS         	337    	24     	0      	1.0          	0.93351801   	0.96561605   	6      	0.52040053      
3.6.3        	INTERPRO     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.86783277      
3.6.3        	Blast2Go     	78     	18     	0      	1.0          	0.8125       	0.89655172   	6      	-0.17745923     
3.6.4        	E2P2         	248    	152    	0      	1.0          	0.62         	0.7654321    	5      	0.00747265      
3.6.4        	PRIAM        	250    	5      	0      	1.0          	0.98039216   	0.99009901   	5      	0.64241047      
3.6.4        	KOALA        	194    	4      	0      	1.0          	0.97979798   	0.98979592   	5      	0.6415539       
3.6.4        	KAAS         	179    	3      	0      	1.0          	0.98351648   	0.99168975   	5      	0.64690611      
3.6.4        	Blast2Go     	1      	24     	0      	1.0          	0.04         	0.07692308   	5      	-1.93834312     
3.6.5        	PRIAM        	5      	0      	0      	1.0          	1.0          	1.0          	4      	1.59821244      
3.6.5        	KAAS         	9      	19     	0      	1.0          	0.32142857   	0.48648648   	4      	-0.66784879     
3.6.5        	E2P2         	21     	60     	0      	1.0          	0.25925926   	0.41176471   	4      	-0.99758521     
3.6.5        	KOALA        	16     	17     	0      	1.0          	0.48484848   	0.65306122   	4      	0.06722155      
4.2.99       	E2P2         	15     	4      	0      	1.0          	0.78947368   	0.88235294   	5      	-0.89417956     
4.2.99       	PRIAM        	13     	0      	0      	1.0          	1.0          	1.0          	5      	1.22361409      
4.2.99       	KOALA        	8      	2      	0      	1.0          	0.8          	0.88888889   	5      	-0.77652431     
4.2.99       	KAAS         	8      	2      	0      	1.0          	0.8          	0.88888889   	5      	-0.77652431     
4.2.99       	Blast2Go     	7      	0      	0      	1.0          	1.0          	1.0          	5      	1.22361409      
1.14.18      	E2P2         	8      	2      	0      	1.0          	0.8          	0.88888889   	5      	0.49774304      
1.14.18      	PRIAM        	7      	0      	0      	1.0          	1.0          	1.0          	5      	1.64386189      
1.14.18      	KOALA        	4      	2      	0      	1.0          	0.66666667   	0.8          	5      	-0.41915205     
1.14.18      	KAAS         	4      	2      	0      	1.0          	0.66666667   	0.8          	5      	-0.41915205     
1.14.18      	Blast2Go     	5      	4      	0      	1.0          	0.55555556   	0.71428572   	5      	-1.30330083     
1.14.19      	E2P2         	57     	0      	0      	1.0          	1.0          	1.0          	6      	0.70709572      
1.14.19      	PRIAM        	52     	0      	0      	1.0          	1.0          	1.0          	6      	0.70709572      
1.14.19      	KOALA        	109    	2      	0      	1.0          	0.98198198   	0.99090909   	6      	-1.40450554     
1.14.19      	KAAS         	55     	0      	0      	1.0          	1.0          	1.0          	6      	0.70709572      
1.14.19      	INTERPRO     	23     	0      	0      	1.0          	1.0          	1.0          	6      	0.70709572      
1.14.19      	Blast2Go     	54     	1      	0      	1.0          	0.98181818   	0.99082569   	6      	-1.42387736     
2.2.1        	E2P2         	24     	3      	0      	1.0          	0.88888889   	0.94117647   	6      	0.50512186      
2.2.1        	PRIAM        	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	0.45854301      
2.2.1        	KOALA        	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	0.45854301      
2.2.1        	KAAS         	21     	3      	0      	1.0          	0.875        	0.93333333   	6      	0.3529642       
2.2.1        	INTERPRO     	2      	1      	0      	1.0          	0.66666667   	0.8          	6      	-2.23371509     
2.2.1        	Blast2Go     	23     	3      	0      	1.0          	0.88461538   	0.93877551   	6      	0.45854301      
1.14.11      	E2P2         	99     	4      	0      	1.0          	0.96116505   	0.98019802   	5      	-1.74298292     
1.14.11      	PRIAM        	73     	1      	0      	1.0          	0.98648649   	0.99319728   	5      	1.29339088      
1.14.11      	KOALA        	85     	2      	0      	1.0          	0.97701149   	0.98837209   	5      	0.16632054      
1.14.11      	KAAS         	48     	1      	0      	1.0          	0.97959184   	0.98969072   	5      	0.47432681      
1.14.11      	Blast2Go     	75     	2      	0      	1.0          	0.97402597   	0.9868421    	5      	-0.19105531     
1.14.13      	E2P2         	136    	42     	0      	1.0          	0.76404494   	0.86624204   	6      	-1.15054798     
1.14.13      	PRIAM        	120    	2      	0      	1.0          	0.98360656   	0.99173554   	6      	2.03030644      
1.14.13      	KOALA        	73     	14     	0      	1.0          	0.83908046   	0.9125       	6      	0.02194172      
1.14.13      	KAAS         	44     	8      	0      	1.0          	0.84615385   	0.91666667   	6      	0.12755333      
1.14.13      	INTERPRO     	8      	2      	0      	1.0          	0.8          	0.88888889   	6      	-0.57652356     
1.14.13      	Blast2Go     	122    	29     	0      	1.0          	0.80794702   	0.89377289   	6      	-0.45272996     
1.14.14      	E2P2         	26     	20     	0      	1.0          	0.56521739   	0.72222222   	6      	-0.67393207     
1.14.14      	PRIAM        	22     	2      	0      	1.0          	0.91666667   	0.95652174   	6      	1.05470921      
1.14.14      	KOALA        	20     	6      	0      	1.0          	0.76923077   	0.86956522   	6      	0.41315164      
1.14.14      	KAAS         	17     	18     	0      	1.0          	0.48571429   	0.65384616   	6      	-1.17840463     
1.14.14      	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	1.37548799      
1.14.14      	Blast2Go     	18     	17     	0      	1.0          	0.51428571   	0.67924528   	6      	-0.99101215     
1.14.15      	E2P2         	20     	7      	0      	1.0          	0.74074074   	0.85106383   	5      	-0.05230345     
1.14.15      	PRIAM        	20     	0      	0      	1.0          	1.0          	1.0          	5      	1.56611229      
1.14.15      	KOALA        	20     	4      	0      	1.0          	0.83333333   	0.90909091   	5      	0.57824815      
1.14.15      	KAAS         	5      	3      	0      	1.0          	0.625        	0.76923077   	5      	-0.94154286     
1.14.15      	Blast2Go     	12     	8      	0      	1.0          	0.6          	0.75         	5      	-1.15051413     
1.14.17      	E2P2         	29     	3      	0      	1.0          	0.90625      	0.95081967   	5      	-0.86297266     
1.14.17      	PRIAM        	29     	0      	0      	1.0          	1.0          	1.0          	5      	0.79805878      
1.14.17      	KOALA        	29     	0      	0      	1.0          	1.0          	1.0          	5      	0.79805878      
1.14.17      	KAAS         	5      	0      	0      	1.0          	1.0          	1.0          	5      	0.79805878      
1.14.17      	Blast2Go     	27     	4      	0      	1.0          	0.87096774   	0.93103448   	5      	-1.53120369     
5.3.4        	E2P2         	26     	13     	0      	1.0          	0.66666667   	0.8          	5      	-0.56597282     
5.3.4        	PRIAM        	25     	1      	0      	1.0          	0.96153846   	0.98039216   	5      	0.88619288      
5.3.4        	KOALA        	24     	3      	0      	1.0          	0.88888889   	0.94117647   	5      	0.57050466      
5.3.4        	KAAS         	17     	1      	0      	1.0          	0.94444444   	0.97142857   	5      	0.81403554      
5.3.4        	Blast2Go     	27     	28     	0      	1.0          	0.49090909   	0.65853658   	5      	-1.70476026     
1.15.1       	E2P2         	68     	1      	0      	1.0          	0.98550725   	0.99270073   	6      	-0.25813082     
1.15.1       	PRIAM        	63     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15.1       	KOALA        	61     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15.1       	KAAS         	47     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15.1       	INTERPRO     	39     	0      	0      	1.0          	1.0          	1.0          	6      	0.59568692      
1.15.1       	Blast2Go     	63     	3      	0      	1.0          	0.95454545   	0.97674418   	6      	-2.12461687     
3.4.25       	E2P2         	54     	21     	0      	1.0          	0.72         	0.8372093    	5      	-2.0            
3.4.25       	PRIAM        	54     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
3.4.25       	KOALA        	55     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
3.4.25       	KAAS         	55     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
3.4.25       	INTERPRO     	18     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
5.1.99       	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
5.1.99       	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
5.1.99       	KOALA        	1      	3      	0      	1.0          	0.25         	0.4          	3      	-1.41421356     
1.8.98       	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.8.98       	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.8.98       	KOALA        	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.8.98       	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.8.98       	Blast2Go     	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
4.6.1        	E2P2         	6      	1      	0      	1.0          	0.85714286   	0.92307692   	6      	0.25285299      
4.6.1        	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	6      	0.96938522      
4.6.1        	KOALA        	7      	1      	0      	1.0          	0.875        	0.93333333   	6      	0.34839061      
4.6.1        	KAAS         	7      	3      	0      	1.0          	0.7          	0.82352941   	6      	-0.67442397     
4.6.1        	INTERPRO     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.96938522      
4.6.1        	Blast2Go     	8      	7      	0      	1.0          	0.53333333   	0.69565217   	6      	-1.86559006     
3.1.22       	Blast2Go     	1      	4      	0      	1.0          	0.2          	0.33333333   	3      	-1.41421356     
3.1.22       	KOALA        	5      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
3.1.22       	KAAS         	4      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
1.23.1       	PRIAM        	12     	2      	0      	1.0          	0.85714286   	0.92307692   	4      	-0.57735027     
1.23.1       	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	4      	1.73205081      
1.23.1       	E2P2         	12     	2      	0      	1.0          	0.85714286   	0.92307692   	4      	-0.57735027     
1.23.1       	KOALA        	12     	2      	0      	1.0          	0.85714286   	0.92307692   	4      	-0.57735027     
1.9.3        	E2P2         	32     	9      	0      	1.0          	0.7804878    	0.87671233   	6      	-0.99921124     
1.9.3        	PRIAM        	31     	3      	0      	1.0          	0.91176471   	0.95384616   	6      	0.30871324      
1.9.3        	KOALA        	12     	0      	0      	1.0          	1.0          	1.0          	6      	1.09132363      
1.9.3        	KAAS         	11     	0      	0      	1.0          	1.0          	1.0          	6      	1.09132363      
1.9.3        	INTERPRO     	8      	3      	0      	1.0          	0.72727273   	0.84210526   	6      	-1.58602813     
1.9.3        	Blast2Go     	32     	4      	0      	1.0          	0.88888889   	0.94117647   	6      	0.09387887      
3.1.26       	E2P2         	27     	8      	0      	1.0          	0.77142857   	0.87096774   	6      	-0.2977743      
3.1.26       	PRIAM        	25     	2      	0      	1.0          	0.92592593   	0.96153846   	6      	0.6866954       
3.1.26       	KOALA        	23     	1      	0      	1.0          	0.95833333   	0.9787234    	6      	0.87348925      
3.1.26       	KAAS         	20     	0      	0      	1.0          	1.0          	1.0          	6      	1.1047579       
3.1.26       	INTERPRO     	8      	3      	0      	1.0          	0.72727273   	0.84210526   	6      	-0.61149862     
3.1.26       	Blast2Go     	21     	15     	0      	1.0          	0.58333333   	0.7368421    	6      	-1.75566963     
3.1.27       	E2P2         	21     	1      	0      	1.0          	0.95454545   	0.97674418   	6      	-1.0565943      
3.1.27       	PRIAM        	21     	0      	0      	1.0          	1.0          	1.0          	6      	0.99829941      
3.1.27       	KOALA        	23     	1      	0      	1.0          	0.95833333   	0.9787234    	6      	-0.88170962     
3.1.27       	KAAS         	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.99829941      
3.1.27       	INTERPRO     	10     	0      	0      	1.0          	1.0          	1.0          	6      	0.99829941      
3.1.27       	Blast2Go     	21     	1      	0      	1.0          	0.95454545   	0.97674418   	6      	-1.0565943      
1.14.21      	Blast2Go     	8      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
1.14.21      	E2P2         	8      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
1.14.21      	PRIAM        	8      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
1.5.5        	E2P2         	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.5.5        	PRIAM        	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.5.5        	KOALA        	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.5.5        	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.5.5        	INTERPRO     	1      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.5.5        	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
1.20.4       	E2P2         	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20.4       	PRIAM        	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20.4       	KOALA        	3      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20.4       	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.20.4       	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.5.1        	E2P2         	19     	2      	0      	1.0          	0.9047619    	0.95         	6      	-0.24051991     
1.5.1        	PRIAM        	19     	0      	0      	1.0          	1.0          	1.0          	6      	0.78795683      
1.5.1        	KOALA        	15     	0      	0      	1.0          	1.0          	1.0          	6      	0.78795683      
1.5.1        	KAAS         	11     	1      	0      	1.0          	0.91666667   	0.95652174   	6      	-0.10637076     
1.5.1        	INTERPRO     	9      	0      	0      	1.0          	1.0          	1.0          	6      	0.78795683      
1.5.1        	Blast2Go     	19     	6      	0      	1.0          	0.76         	0.86363636   	6      	-2.01697981     
1.5.3        	E2P2         	7      	8      	0      	1.0          	0.46666667   	0.63636364   	5      	-2.0            
1.5.3        	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.5.3        	KOALA        	7      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.5.3        	KAAS         	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.5.3        	Blast2Go     	6      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.3.3        	E2P2         	21     	37     	0      	1.0          	0.36206897   	0.53164557   	6      	-2.17232556     
1.3.3        	PRIAM        	20     	0      	0      	1.0          	1.0          	1.0          	6      	0.56431156      
1.3.3        	KOALA        	20     	0      	0      	1.0          	1.0          	1.0          	6      	0.56431156      
1.3.3        	KAAS         	18     	0      	0      	1.0          	1.0          	1.0          	6      	0.56431156      
1.3.3        	INTERPRO     	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.56431156      
1.3.3        	Blast2Go     	20     	5      	0      	1.0          	0.8          	0.88888889   	6      	-0.08492067     
1.3.2        	E2P2         	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.3.2        	PRIAM        	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.3.2        	KOALA        	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.3.2        	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.3.2        	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.3.1        	E2P2         	91     	4      	0      	1.0          	0.95789474   	0.97849463   	6      	0.16478372      
1.3.1        	PRIAM        	70     	0      	0      	1.0          	1.0          	1.0          	6      	0.51327652      
1.3.1        	KOALA        	81     	0      	0      	1.0          	1.0          	1.0          	6      	0.51327652      
1.3.1        	KAAS         	48     	0      	0      	1.0          	1.0          	1.0          	6      	0.51327652      
1.3.1        	INTERPRO     	4      	0      	0      	1.0          	1.0          	1.0          	6      	0.51327652      
1.3.1        	Blast2Go     	74     	30     	0      	1.0          	0.71153846   	0.83146067   	6      	-2.2178898      
1.3.7        	E2P2         	45     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.3.7        	PRIAM        	27     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.3.7        	KOALA        	29     	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.3.7        	KAAS         	14     	1      	0      	1.0          	0.93333333   	0.96551724   	5      	-2.0            
1.3.7        	Blast2Go     	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
1.3.5        	E2P2         	20     	14     	0      	1.0          	0.58823529   	0.74074074   	6      	-1.7733397      
1.3.5        	PRIAM        	20     	6      	0      	1.0          	0.76923077   	0.86956522   	6      	-0.15968459     
1.3.5        	KOALA        	20     	6      	0      	1.0          	0.76923077   	0.86956522   	6      	-0.15968459     
1.3.5        	KAAS         	20     	6      	0      	1.0          	0.76923077   	0.86956522   	6      	-0.15968459     
1.3.5        	INTERPRO     	4      	0      	0      	1.0          	1.0          	1.0          	6      	1.47414114      
1.3.5        	Blast2Go     	17     	2      	0      	1.0          	0.89473684   	0.94444444   	6      	0.77825233      
2.4.2        	E2P2         	58     	151    	0      	1.0          	0.27751196   	0.43445693   	6      	-1.89436869     
2.4.2        	PRIAM        	47     	0      	0      	1.0          	1.0          	1.0          	6      	0.9634309       
2.4.2        	KOALA        	63     	45     	0      	1.0          	0.58333333   	0.7368421    	6      	-0.36635737     
2.4.2        	KAAS         	56     	5      	0      	1.0          	0.91803279   	0.95726496   	6      	0.74748239      
2.4.2        	INTERPRO     	20     	1      	0      	1.0          	0.95238095   	0.97560975   	6      	0.8401822       
2.4.2        	Blast2Go     	50     	33     	0      	1.0          	0.60240964   	0.7518797    	6      	-0.29036944     
2.4.1        	E2P2         	506    	14     	0      	1.0          	0.97307692   	0.98635477   	6      	0.29725842      
2.4.1        	PRIAM        	344    	0      	0      	1.0          	1.0          	1.0          	6      	1.53757175      
2.4.1        	KOALA        	418    	14     	0      	1.0          	0.96759259   	0.98352941   	6      	0.04044108      
2.4.1        	KAAS         	297    	6      	0      	1.0          	0.98019802   	0.99         	6      	0.62859965      
2.4.1        	INTERPRO     	107    	7      	0      	1.0          	0.93859649   	0.96832579   	6      	-1.34152556     
2.4.1        	Blast2Go     	441    	27     	0      	1.0          	0.94230769   	0.97029703   	6      	-1.16234534     
1.3.8        	E2P2         	3      	0      	0      	1.0          	1.0          	1.0          	5      	1.06904497      
1.3.8        	PRIAM        	3      	0      	0      	1.0          	1.0          	1.0          	5      	1.06904497      
1.3.8        	KOALA        	3      	2      	0      	1.0          	0.6          	0.75         	5      	-0.26726124     
1.3.8        	KAAS         	3      	2      	0      	1.0          	0.6          	0.75         	5      	-0.26726124     
1.3.8        	Blast2Go     	3      	6      	0      	1.0          	0.33333333   	0.5          	5      	-1.60356745     
1.97.1       	E2P2         	244    	13     	0      	1.0          	0.94941634   	0.97405189   	2      	-1.0            
1.97.1       	PRIAM        	244    	0      	0      	1.0          	1.0          	1.0          	2      	1.0             
2.7.9        	E2P2         	16     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.7.9        	PRIAM        	16     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.7.9        	KOALA        	16     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.7.9        	KAAS         	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.7.9        	INTERPRO     	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.7.9        	Blast2Go     	16     	0      	0      	1.0          	1.0          	1.0          	6      	0.0             
2.6.1        	E2P2         	76     	3      	0      	1.0          	0.96202532   	0.98064516   	6      	0.41629017      
2.6.1        	PRIAM        	69     	1      	0      	1.0          	0.98571429   	0.99280576   	6      	0.90991205      
2.6.1        	KOALA        	72     	3      	0      	1.0          	0.96         	0.97959184   	6      	0.37353391      
2.6.1        	KAAS         	63     	2      	0      	1.0          	0.96923077   	0.984375     	6      	0.56769147      
2.6.1        	INTERPRO     	28     	5      	0      	1.0          	0.84848485   	0.91803279   	6      	-2.12526496     
2.6.1        	Blast2Go     	73     	5      	0      	1.0          	0.93589744   	0.96688742   	6      	-0.14216265     
1.23.5       	E2P2         	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.23.5       	PRIAM        	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.23.5       	KOALA        	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.23.5       	KAAS         	1      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
1.23.5       	Blast2Go     	4      	0      	0      	1.0          	1.0          	1.0          	5      	0.0             
6.3.4        	E2P2         	33     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.4        	PRIAM        	30     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.4        	KOALA        	31     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.4        	KAAS         	29     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.4        	INTERPRO     	8      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.4        	Blast2Go     	32     	6      	0      	1.0          	0.84210526   	0.91428571   	6      	-2.23606798     
6.3.5        	E2P2         	33     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.5        	PRIAM        	28     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.5        	KOALA        	41     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.5        	KAAS         	34     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.5        	INTERPRO     	14     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.5        	Blast2Go     	40     	1      	0      	1.0          	0.97560976   	0.98765432   	6      	-2.23606798     
3.3.2        	E2P2         	2      	1      	0      	1.0          	0.66666667   	0.8          	5      	-2.0            
3.3.2        	PRIAM        	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
3.3.2        	KOALA        	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
3.3.2        	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
3.3.2        	Blast2Go     	2      	0      	0      	1.0          	1.0          	1.0          	5      	0.5             
6.3.1        	E2P2         	46     	9      	0      	1.0          	0.83636364   	0.91089109   	6      	-2.23606798     
6.3.1        	PRIAM        	44     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.1        	KOALA        	44     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.1        	KAAS         	41     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.1        	INTERPRO     	20     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.1        	Blast2Go     	45     	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
6.3.2        	E2P2         	25     	3      	0      	1.0          	0.89285714   	0.94339622   	6      	-0.60404526     
6.3.2        	PRIAM        	25     	3      	0      	1.0          	0.89285714   	0.94339622   	6      	-0.60404526     
6.3.2        	KOALA        	25     	0      	0      	1.0          	1.0          	1.0          	6      	1.72848009      
6.3.2        	KAAS         	20     	1      	0      	1.0          	0.95238095   	0.97560975   	6      	0.72340805      
6.3.2        	INTERPRO     	12     	1      	0      	1.0          	0.92307692   	0.96         	6      	0.08016236      
6.3.2        	Blast2Go     	25     	4      	0      	1.0          	0.86206897   	0.92592593   	6      	-1.32395998     
6.3.3        	E2P2         	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.99062113      
6.3.3        	PRIAM        	5      	0      	0      	1.0          	1.0          	1.0          	6      	0.99062113      
