EC           	PROG        	TP    	FP    	FN    	SENS        	PREC        	F1SCORE     	N     	ZSCORE         
2.3.1.167    	E2P2         	1      	1      	0      	1.0          	0.5          	0.66666667   	3      	-1.41421356     
2.3.1.167    	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
1.14.13.39   	E2P2         	2      	1      	0      	1.0          	0.66666667   	0.8          	5      	0.30618621      
1.14.13.39   	PRIAM        	1      	0      	1      	0.5          	1.0          	0.66666667   	5      	-0.71443451     
1.14.13.39   	KOALA        	2      	0      	0      	1.0          	1.0          	1.0          	5      	1.83711731      
1.14.13.39   	KAAS         	1      	0      	1      	0.5          	1.0          	0.66666667   	5      	-0.71443451     
1.14.13.39   	Blast2Go     	1      	0      	1      	0.5          	1.0          	0.66666667   	5      	-0.71443451     
2.4.1.239    	Blast2Go     	2      	0      	0      	1.0          	1.0          	1.0          	1      	0.0             
2.4.1.238    	Blast2Go     	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.238    	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.238    	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
1.7.1.2      	PRIAM        	2      	0      	1      	0.66666667   	1.0          	0.8          	4      	0.13951602      
1.7.1.2      	Blast2Go     	3      	0      	0      	1.0          	1.0          	1.0          	4      	0.76733812      
1.7.1.2      	E2P2         	3      	0      	0      	1.0          	1.0          	1.0          	4      	0.76733812      
1.7.1.2      	KOALA        	3      	21     	0      	1.0          	0.125        	0.22222222   	4      	-1.67419226     
2.4.1.236    	Blast2Go     	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.236    	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.236    	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.234    	Blast2Go     	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.234    	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
2.4.1.234    	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	0.0             
1.14.13.119  	Blast2Go     	1      	3      	0      	1.0          	0.25         	0.4          	3      	-1.1769647      
1.14.13.119  	E2P2         	1      	1      	0      	1.0          	0.5          	0.66666667   	3      	-0.09053574     
1.14.13.119  	PRIAM        	1      	0      	0      	1.0          	1.0          	1.0          	3      	1.26750044      
1.14.13.115  	Blast2Go     	1      	3      	0      	1.0          	0.25         	0.4          	2      	-1.0            
1.14.13.115  	E2P2         	1      	0      	0      	1.0          	1.0          	1.0          	2      	1.0             
1.7.7.1      	E2P2         	6      	0      	0      	1.0          	1.0          	1.0          	5      	1.03209369      
1.7.7.1      	PRIAM        	5      	0      	1      	0.83333333   	1.0          	0.90909091   	5      	-0.19658927     
1.7.7.1      	KOALA        	5      	0      	1      	0.83333333   	1.0          	0.90909091   	5      	-0.19658927     
1.7.7.1      	KAAS         	4      	0      	2      	0.66666667   	1.0          	0.8          	5      	-1.67100884     
1.7.7.1      	Blast2Go     	6      	0      	0      	1.0          	1.0          	1.0          	5      	1.03209369      
2.1.1.212    	Blast2Go     	3      	2      	0      	1.0          	0.6          	0.75         	3      	-1.1624764      
2.1.1.212    	E2P2         	3      	1      	0      	1.0          	0.75         	0.85714286   	3      	-0.11624762     
2.1.1.212    	PRIAM        	3      	0      	0      	1.0          	1.0          	1.0          	3      	1.27872402      
4.2.1.2      	E2P2         	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
4.2.1.2      	PRIAM        	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
4.2.1.2      	KOALA        	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
4.2.1.2      	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
4.2.1.2      	INTERPRO     	1      	0      	1      	0.5          	1.0          	0.66666667   	6      	-2.23606798     
4.2.1.2      	Blast2Go     	2      	0      	0      	1.0          	1.0          	1.0          	6      	0.4472136       
2.1.1.216    	PRIAM        	2      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.1.1.216    	KAAS         	2      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.1.1.216    	E2P2         	2      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
2.1.1.216    	KOALA        	2      	0      	0      	1.0          	1.0          	1.0          	4      	0.0             
3.4.23.12    	E2P2         	4      	22     	0      	1.0          	0.15384615   	0.26666666   	2      	-1.0            
3.4.23.12    	PRIAM        	2      	0      	2      	0.5          	1.0          	0.66666667   	2      	1.0             
1.2.3.4      	Blast2Go     	4      	13     	0      	1.0          	0.23529412   	0.38095238   	3      	-1.41421356     
1.2.3.4      	E2P2         	4      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
1.2.3.4      	PRIAM        	4      	0      	0      	1.0          	1.0          	1.0          	3      	0.70710678      
1.2.3.7      	KAAS         	3      	0      	3      	0.5          	1.0          	0.66666667   	4      	-0.67804881     
1.2.3.7      	Blast2Go     	5      	2      	1      	0.83333333   	0.71428571   	0.76923077   	4      	0.02756296      
1.2.3.7      	E2P2         	5      	5      	1      	0.83333333   	0.5          	0.625        	4      	-0.96470362     
1.2.3.7      	PRIAM        	6      	0      	0      	1.0          	1.0          	1.0          	4      	1.61518947      
1.2.3.1      	Blast2Go     	6      	5      	0      	1.0          	0.54545455   	0.70588236   	3      	0.29738369      
1.2.3.1      	E2P2         	4      	6      	2      	0.66666667   	0.4          	0.5          	3      	-1.34605236     
1.2.3.1      	PRIAM        	4      	0      	2      	0.66666667   	1.0          	0.8          	3      	1.04866867      
3.5.4.5      	E2P2         	7      	2      	0      	1.0          	0.77777778   	0.875        	6      	0.16946622      
3.5.4.5      	PRIAM        	7      	1      	0      	1.0          	0.875        	0.93333333   	6      	0.57513145      
