ECs	E2P2	PRIAM	KOALA	KAAS	INTERPRO	Blast2Go
1.14.11	0,96341463	0,98305085	0,98461538	0,97674419	0	0,98387097
1.14.13	0,76404494	0,98360656	0,83908046	0,84615385	0,8	0,80794702
1.14.14	0,56521739	0,91666667	0,76923077	0,48571429	1,0	0,51428571
1.14.15	0,74074074	1,0	0,83333333	0,625	0	0,6
1.14.17	0,90625	1,0	1,0	1,0	0	0,87096774
5.3.4	0,66666667	0,96153846	0,88888889	0,94444444	0	0,49090909
1.15.1	0,98550725	1,0	1,0	1,0	1,0	0,95454545
3.4.25	0,72	1,0	1,0	1,0	1,0	0
5.1.99	1,0	1,0	0,25	0	0	0
1.8.98	1,0	1,0	1,0	1,0	0	1,0
4.6.1	0,85714286	1,0	0,875	0,7	1,0	0,53333333
3.1.22	0	0	1,0	1,0	0	0,2
1.23.1	0,85714286	0,85714286	0,85714286	1,0	0	0
1.9.3	0,7804878	0,91176471	1,0	1,0	0,72727273	0,88888889
3.1.26	0,77142857	0,92592593	0,95833333	1,0	0,72727273	0,58333333
3.1.27	0,95454545	1,0	0,95833333	1,0	1,0	0,95454545
1.14.21	1,0	1,0	0	0	0	1,0
1.5.5	1,0	1,0	1,0	1,0	1,0	1,0
1.20.4	1,0	1,0	1,0	1,0	0	1,0
1.5.1	0,9047619	1,0	1,0	0,91666667	1,0	0,76
1.5.3	0,46666667	1,0	1,0	1,0	0	1,0
1.3.3	0,36206897	1,0	1,0	1,0	1,0	0,8
1.3.2	1,0	1,0	1,0	1,0	0	1,0
1.3.1	0,95789474	1,0	1,0	1,0	1,0	0,71153846
1.3.7	1,0	1,0	1,0	0,93333333	0	1,0
1.3.5	0,58823529	0,76923077	0,76923077	0,76923077	1,0	0,89473684
2.4.2	0,27751196	1,0	0,58333333	0,91803279	0,95238095	0,60240964
2.4.1	0,97307692	1,0	0,96759259	0,98019802	0,93859649	0,94230769
1.3.8	1,0	1,0	0,6	0,6	0	0,33333333
1.97.1	0,94941634	1,0	0	0	0	0
2.7.9	1,0	1,0	1,0	1,0	1,0	1,0
2.6.1	0,96202532	0,98571429	0,96	0,96923077	0,84848485	0,93589744
1.23.5	1,0	1,0	1,0	1,0	0	1,0
6.3.4	1,0	1,0	1,0	1,0	1,0	0,84210526
6.3.5	1,0	1,0	1,0	1,0	1,0	0,97560976
3.3.2	0,66666667	1,0	1,0	1,0	0	1,0
6.3.1	0,83636364	1,0	1,0	1,0	1,0	1,0
6.3.2	0,89285714	0,89285714	1,0	0,95238095	0,92307692	0,86206897
6.3.3	1,0	1,0	0,83333333	0,8	1,0	0,83333333
3.1.31	0,625	0	0	0	0	0
3.1.30	1,0	1,0	0	0	0	0
2.10.1	1,0	1,0	1,0	1,0	0	0
1.1.1	0,96623377	0,99082569	0,96078431	0,98098859	0,98795181	0,93820225
1.1.3	0,93548387	1,0	1,0	0,84210526	0,5	0,82352941
1.1.2	1,0	1,0	1,0	1,0	0	0,25
1.1.5	0,33333333	1,0	1,0	1,0	0	1,0
5.1.1	0,6	1,0	1,0	1,0	0	1,0
2.7.12	0,77777778	1,0	1,0	1,0	0	0,70588235
2.7.13	0,89473684	0,55	0,88571429	0,72727273	0	0,47619048
2.7.10	0,20987654	1,0	0,30769231	0,8	0	0,82352941
2.7.11	0,91049383	0,92733189	0,97321429	0,98181818	1,0	0,95108696
6.4.1	0,92307692	1,0	1,0	1,0	0,96666667	0,93258427
2.1.2	0,96153846	1,0	1,0	0,96	0,85714286	1,0
2.1.3	1,0	1,0	0,08433735	0,10447761	1,0	1,0
2.1.1	0,94647887	0,97643098	0,98007968	0,98076923	0,98095238	0,94265233
3.5.2	1,0	1,0	1,0	1,0	0,66666667	0,88888889
1.17.4	0,83333333	1,0	0,83333333	1,0	1,0	1,0
3.6.2	0,5	0	0	0	0	0,5
4.1.99	0,5625	0,81818182	0,46666667	0,53846154	0,66666667	0,75
1.8.4	1,0	1,0	1,0	1,0	1,0	1,0
1.17.1	0,92857143	1,0	1,0	1,0	0,75	0,54166667
1.8.7	0,84615385	1,0	1,0	0,90909091	1,0	1,0
1.7.3	1,0	1,0	1,0	1,0	1,0	1,0
1.8.1	0,27173913	0,92857143	0,92857143	0,92307692	1,0	0,2755102
1.7.1	1,0	1,0	1,0	0,66666667	1,0	1,0
1.8.3	1,0	1,0	1,0	1,0	1,0	1,0
1.4.1	1,0	1,0	1,0	1,0	1,0	1,0
1.4.3	1,0	1,0	1,0	1,0	1,0	0,9
1.4.4	0,88888889	1,0	1,0	1,0	1,0	1,0
5.99.1	0,82758621	1,0	1,0	1,0	1,0	0,82142857
1.4.7	1,0	1,0	1,0	1,0	0	1,0
2.3.1	0,93710692	0,9972752	0,98514851	0,97326203	0,97435897	0,87527352
2.3.2	0,8	1,0	0,91101695	0,92195122	1,0	0,92307692
2.3.3	1,0	1,0	1,0	1,0	1,0	1,0
1.1.99	0,57142857	1,0	1,0	0,5	0	0,8
1.2.4	0,95454545	0,95238095	0,95238095	0,95238095	1,0	1,0
1.2.3	0,92857143	1,0	0,92307692	1,0	0	0,53571429
3.5.99	1,0	1,0	1,0	1,0	0	1,0
1.2.1	0,94594595	0,98837209	0,99029126	0,9787234	1,0	0,94444444
3.4.21	0,84180791	0,96153846	0,97169811	0,94444444	0,96385542	0
3.4.23	0,925	1,0	0,92307692	0,88888889	0,95	0
3.4.22	0,9893617	1,0	0,97014925	0,96610169	0	0
5.3.3	0,88888889	1,0	1,0	1,0	1,0	1,0
3.4.24	0,9047619	1,0	1,0	1,0	0,8	0
5.3.1	0,98275862	1,0	1,0	1,0	1,0	1,0
2.5.1	0,97082228	0,97150997	0,96256684	0,97058824	0,98319328	0,94850949
3.1.13	0,66666667	1,0	0,71428571	0,71428571	0,5	1,0
1.3.99	0,5	1,0	0	0	0	0,16666667
2.7.8	0,92857143	0,93333333	0,92857143	1,0	0	0,875
5.4.2	1,0	1,0	0,93548387	0,96551724	1,0	0,93548387
2.7.4	0,3480663	0,95238095	0,953125	0,94915254	0,95	0,91935484
2.7.6	0,94285714	1,0	1,0	1,0	1,0	1,0
2.7.7	0,90429043	0,97614679	0,99626866	0,99411765	0,94927536	0,92216582
4.4.1	0,96226415	0,98181818	0,98	0,96428571	1,0	0,93103448
2.7.1	0,95475113	0,97716895	0,93333333	0,87437186	0,88059701	0,92139738
5.1.3	0,97297297	1,0	1,0	1,0	1,0	1,0
5.1.2	1,0	1,0	0	1,0	0	1,0
4.2.3	0,95471698	0,9950495	0,98734177	1,0	1,0	0,97515528
4.2.2	1,0	1,0	1,0	1,0	0	0,97435897
4.2.1	0,88513514	0,925	0,93793103	0,93965517	1,0	0,88757396
3.2.1	0,9228243	0,99017682	0,95380435	0,98192771	0,87096774	0,92333333
3.2.2	0,90425532	0,97183099	1,0	1,0	0,97368421	0,94805195
2.4.99	0,81081081	1,0	1,0	0,5	1,0	0,88461538
6.6.1	1,0	1,0	1,0	1,0	1,0	1,0
